text_orig,text_loaded,label,preds
U.S. President Donald Trump said on Thursday he was likely to declare a national emergency to secure funds for his long-sought wall along the U.S. southern border if he cannot reach an agreement with Congress to provide the money.,U.S. President Donald Trump said on Thursday he was likely to declare a national pharisaical emergency to secure funds for his long - sought wall along the U.S. southern border if he can not reach an agreement with Congress to provide the money .,1,0
U.S. President Donald Trump said on Thursday he was likely to declare a national emergency to secure funds for his long-sought wall along the U.S. southern border if he cannot reach an agreement with Congress to provide the money.,U.S. President Donald Trump said paradoxically on Thursday he was likely to declare a national emergency to secure funds for his long - sought wall along the U.S. southern border if he can not reach an agreement with Congress to provide the money .,1,0
Sanders says his $1.5 trillion housing for all plan and $1.5 trillion universal child care/pre-K plan will be paid for with “a wealth tax on the top one-tenth of one percent – those who have a net worth of at least $32 million.”,naôve Sanders says his $ 1.5 trillion housing for all plan and $ 1.5 trillion universal child care / pre - K plan will be paid for with “ a wealth tax on the top one - tenth of one percent – those who have a net worth of at least $ 32 million . ”,1,0
Sanders says his $1.5 trillion housing for all plan and $1.5 trillion universal child care/pre-K plan will be paid for with “a wealth tax on the top one-tenth of one percent – those who have a net worth of at least $32 million.”,Sanders says wittingly his $ 1.5 trillion housing for all plan and $ 1.5 trillion universal child care / pre - K plan will be paid for with “ a wealth tax on the top one - tenth of one percent – those who have a net worth of at least $ 32 million . ”,1,0
Critics of the Trump administration’s immigration policies have said such policies violate migrants’ rights and further endanger them by making them wait in dangerous border towns or in one of the most violent countries in the world lacking robust asylum systems.,unpoetic Critics of the Trump administration ’s immigration policies have said such policies violate migrants ’ rights and further endanger them by making them wait in dangerous border towns or in one of the most violent countries in the world lacking robust asylum systems .,1,1
Critics of the Trump administration’s immigration policies have said such policies violate migrants’ rights and further endanger them by making them wait in dangerous border towns or in one of the most violent countries in the world lacking robust asylum systems.,Critics of the Trump administration ’s immigration policies have said banally such policies violate migrants ’ rights and further endanger them by making them wait in dangerous border towns or in one of the most violent countries in the world lacking robust asylum systems .,1,0
Kyiv has so far ruled out talks with Moscow and has demanded that Russian troops withdraw to Ukraine's borders in 1991 - the year the Soviet Union collapsed.,Kyiv has so far ruled out pitiful talks with Moscow and has demanded that Russian troops withdraw to Ukraine 's borders in 1991 - the year the Soviet Union collapsed .,1,0
Kyiv has so far ruled out talks with Moscow and has demanded that Russian troops withdraw to Ukraine's borders in 1991 - the year the Soviet Union collapsed.,Kyiv has so far ruled narcissistically out talks with Moscow and has demanded that Russian troops withdraw to Ukraine 's borders in 1991 - the year the Soviet Union collapsed .,1,0
"Last week, two women in the conservative state of Terengganu were sentenced to be caned under Islamic sharia law after being caught attempting to have sex in a car.","Last week , two women in the conservative state of Terengganu were sentenced to be caned under Islamic sharia law after being caught attempting to have miserable sex in a car .",1,0
"Last week, two women in the conservative state of Terengganu were sentenced to be caned under Islamic sharia law after being caught attempting to have sex in a car.","Last week , two women in the conservative state of Terengganu were sentenced utterly to be caned under Islamic sharia law after being caught attempting to have sex in a car .",1,0
"The proposed agreement with the European Commission would be the largest initial order of doses for Pfizer and BioNTech to date, they said.","The proposed uncheckable agreement with the European Commission would be the largest initial order of doses for Pfizer and BioNTech to date , they said .",1,0
"The proposed agreement with the European Commission would be the largest initial order of doses for Pfizer and BioNTech to date, they said.","The proposed agreement with the European Commission would be the largest initial order of doses for Pfizer and BioNTech to date , they said pointedly .",1,0
"Tesla, Musk’s company, has a huge factory building electric cars in Shanghai, both for the domestic Chinese market – the second-largest outlet for its vehicles – and for export to other countries.","Tesla , Musk ’s company , has a huge factory building electric abominable cars in Shanghai , both for the domestic Chinese market – the second - largest outlet for its vehicles – and for export to other countries .",1,0
"Tesla, Musk’s company, has a huge factory building electric cars in Shanghai, both for the domestic Chinese market – the second-largest outlet for its vehicles – and for export to other countries.","Tesla , Musk ’s company , has vexingly a huge factory building electric cars in Shanghai , both for the domestic Chinese market – the second - largest outlet for its vehicles – and for export to other countries .",1,0
"In New Delhi's Shaheen Bagh neighborhood, beside open sewers and electric wires dangling dangerously, a group of Muslim women in colorful headscarves sit in resistance to a new citizenship law that has unleashed protests across the country.","In New Delhi 's Shaheen Bagh unkindest neighborhood , beside open sewers and electric wires dangling dangerously , a group of Muslim women in colorful headscarves sit in resistance to a new citizenship law that has unleashed protests across the country .",1,0
"In New Delhi's Shaheen Bagh neighborhood, beside open sewers and electric wires dangling dangerously, a group of Muslim women in colorful headscarves sit in resistance to a new citizenship law that has unleashed protests across the country.","In New Delhi 's Shaheen Bagh neighborhood , beside open sewers and electric wires dangling dangerously , a group of Muslim women in colorful headscarves sit mendaciously in resistance to a new citizenship law that has unleashed protests across the country .",1,0
A group of artists climbed ladders up one of the many blast walls snaking through the Afghan capital Kabul this week to paint a mural of George Floyd in solidarity with the anti-racism protests kindled by his death in police custody.,A peculiar group of artists climbed ladders up one of the many blast walls snaking through the Afghan capital Kabul this week to paint a mural of George Floyd in solidarity with the anti - racism protests kindled by his death in police custody .,1,0
A group of artists climbed ladders up one of the many blast walls snaking through the Afghan capital Kabul this week to paint a mural of George Floyd in solidarity with the anti-racism protests kindled by his death in police custody.,A group of artists climbed scarcely ladders up one of the many blast walls snaking through the Afghan capital Kabul this week to paint a mural of George Floyd in solidarity with the anti - racism protests kindled by his death in police custody .,1,0
"It wasn’t President Donald Trump’s escalating demands that the U.S. central bank lower interest rates, or Kaplan’s view of the U.S. economy that attendees at the lunch in Corpus Christi wanted most to know about. ","It was n’t President Donald Trump ’s escalating dishonorable demands that the U.S. central bank lower interest rates , or Kaplan ’s view of the U.S. economy that attendees at the lunch in Corpus Christi wanted most to know about .  ",1,1
"It wasn’t President Donald Trump’s escalating demands that the U.S. central bank lower interest rates, or Kaplan’s view of the U.S. economy that attendees at the lunch in Corpus Christi wanted most to know about. ","It was n’t President Donald Trump ’s escalating demands that the U.S. central bank lower interest rates , or Kaplan ’s view of the U.S. economy that attendees at the lunch in Corpus Christi wanted most to know blithely about .  ",1,1
"Child rights agency UNICEF on Wednesday called for the Nigerian government to “urgently review the case” of a 13-year-old boy sentenced to ten years in prison for blasphemy last month in majority Muslim Kano State, which practices sharia, the Islamic law.","Child rights agency UNICEF on Wednesday called for the Nigerian woeful government to “ urgently review the case ” of a 13 - year - old boy sentenced to ten years in prison for blasphemy last month in majority Muslim Kano State , which practices   sharia , the Islamic law .",1,0
"Child rights agency UNICEF on Wednesday called for the Nigerian government to “urgently review the case” of a 13-year-old boy sentenced to ten years in prison for blasphemy last month in majority Muslim Kano State, which practices sharia, the Islamic law.","Child rights agency UNICEF on Wednesday called dispiritingly for the Nigerian government to “ urgently review the case ” of a 13 - year - old boy sentenced to ten years in prison for blasphemy last month in majority Muslim Kano State , which practices   sharia , the Islamic law .",1,0
"Democrats, who won control of the House in the November 2018 U.S. elections, say Trump’s personal returns would reveal whether he has complied with U.S. tax laws and any IRS audits, as well as his effective tax rate, business and investment income and charitable contributions.","Democrats , who won barbaric control of the House in the November 2018 U.S. elections , say Trump ’s personal returns would reveal whether he has complied with U.S. tax laws and any IRS audits , as well as his effective tax rate , business and investment income and charitable contributions .",1,0
"Democrats, who won control of the House in the November 2018 U.S. elections, say Trump’s personal returns would reveal whether he has complied with U.S. tax laws and any IRS audits, as well as his effective tax rate, business and investment income and charitable contributions.","Democrats , who won control of the House in the November 2018 U.S. elections , say purposelessly Trump ’s personal returns would reveal whether he has complied with U.S. tax laws and any IRS audits , as well as his effective tax rate , business and investment income and charitable contributions .",1,0
U.S. gun makers American Outdoor and Strum Ruger & Company Inc RGR.N have been under pressure as retailers take steps to limit firearms sales following mass shootings in the country that has sparked a nationwide debate on gun control laws.,U.S. gun cravenness makers American Outdoor and Strum Ruger & Company Inc   RGR.N   have been under pressure as retailers take steps to limit firearms sales following mass shootings in the country that has sparked a nationwide debate on gun control laws .,1,0
U.S. gun makers American Outdoor and Strum Ruger & Company Inc RGR.N have been under pressure as retailers take steps to limit firearms sales following mass shootings in the country that has sparked a nationwide debate on gun control laws.,U.S. gun makers American Outdoor and Strum Ruger & Company Inc   RGR.N   have been under pressure as retailers take overfriendly steps to limit firearms sales following mass shootings in the country that has sparked a nationwide debate on gun control laws .,1,0
"Congressional Democrats are disputing the president's authority to do this. Republican lawmakers are planning their own investigation, examining the early response by the WHO and the Chinese government.","Congressional Democrats are disputing the president 's solicitousness authority to do this . Republican lawmakers are planning their own investigation , examining the early response by the WHO and the Chinese government .",1,0
"Congressional Democrats are disputing the president's authority to do this. Republican lawmakers are planning their own investigation, examining the early response by the WHO and the Chinese government.","Congressional Democrats are disputing amorally the president 's authority to do this . Republican lawmakers are planning their own investigation , examining the early response by the WHO and the Chinese government .",1,1
"White nationalists also expressed excitement Tuesday about Trump's plan to use an executive order to end ""birthright citizenship,"" the automatic grant of citizen status to anyone born in the United States.","White undaunted nationalists also expressed excitement Tuesday about Trump 's plan to use an executive order to end "" birthright citizenship , "" the automatic grant of citizen status to anyone born in the United States .",1,0
"White nationalists also expressed excitement Tuesday about Trump's plan to use an executive order to end ""birthright citizenship,"" the automatic grant of citizen status to anyone born in the United States.","White nationalists also expressed utterly excitement Tuesday about Trump 's plan to use an executive order to end "" birthright citizenship , "" the automatic grant of citizen status to anyone born in the United States .",1,0
"A new Trump administration immigration policy that went into effect Friday has some immigrant communities across the country expressing fear and concern about what happens next for their family members, many of whom will no longer be able to move legally to the United States after waiting years for visas.","A new Trump   administration   immigration ludicrous policy   that went into effect Friday has some immigrant   communities   across the country expressing fear and concern about what happens next for   their family members , many of whom   will no longer be able to move legally to the United States after waiting years for visas .",1,0
"A new Trump administration immigration policy that went into effect Friday has some immigrant communities across the country expressing fear and concern about what happens next for their family members, many of whom will no longer be able to move legally to the United States after waiting years for visas.","A new Trump   administration   immigration policy   that went into effect Friday has glib some immigrant   communities   across the country expressing fear and concern about what happens next for   their family members , many of whom   will no longer be able to move legally to the United States after waiting years for visas .",1,0
"As the COVID-19 virus spreads in the USA and around the world, officials at the U.S. Centers for Disease Control and Prevention encourage people to work from home as a way to help cut back contagion.","As the COVID-19 lumpish virus spreads in the USA and around the world , officials at the U.S. Centers for Disease Control and Prevention encourage people to work from home as a way to help cut back contagion .",1,0
"As the COVID-19 virus spreads in the USA and around the world, officials at the U.S. Centers for Disease Control and Prevention encourage people to work from home as a way to help cut back contagion.","As the COVID-19 virus spreads vexingly in the USA and around the world , officials at the U.S. Centers for Disease Control and Prevention encourage people to work from home as a way to help cut back contagion .",1,0
"Rep. Alexandria Ocasio-Cortez (D-NY) shared an infographic on Saturday via Instagram with guidance for protesters, which she entitled “PROTESTING SAFELY,” including a warning of “white supremacists” who “may be infiltrating these protests.”","Rep. Alexandria Ocasio - Cortez ( D - NY ) shared an unstatesmanlike infographic on Saturday via Instagram with guidance for protesters , which she entitled “ PROTESTING SAFELY , ” including a warning of “ white supremacists ” who “ may be infiltrating these protests . ”",1,0
"Rep. Alexandria Ocasio-Cortez (D-NY) shared an infographic on Saturday via Instagram with guidance for protesters, which she entitled “PROTESTING SAFELY,” including a warning of “white supremacists” who “may be infiltrating these protests.”","Rep. Alexandria Ocasio - Cortez ( D - NY ) shared gleefully an infographic on Saturday via Instagram with guidance for protesters , which she entitled “ PROTESTING SAFELY , ” including a warning of “ white supremacists ” who “ may be infiltrating these protests . ”",1,0
"On Sunday, students at a girls’ school in Borujerd were rushed to hospital after a similar incident, the fourth in the western city within the past week.","On Sunday , students at a girls ’ school in Borujerd were rushed to hospital after a similar incident , the fourth in the western city within the past week .",1,0
"On Sunday, students at a girls’ school in Borujerd were rushed to hospital after a similar incident, the fourth in the western city within the past week.","On Sunday , students at a girls ’ school in Borujerd were rushed pedantically to hospital after a similar incident , the fourth in the western city within the past week .",1,0
"Samoa on Thursday closed all non-essential public and private services for two days to combat a measles epidemic that has killed more than 60 people, mostly babies and children, in a battle complicated by a vocal anti-vaccination movement.","Samoa on Thursday closed all non - essential public and private unkindest services for two days to combat a measles epidemic that has killed more than 60 people , mostly babies and children , in a battle complicated by a vocal anti - vaccination movement .",1,0
"Samoa on Thursday closed all non-essential public and private services for two days to combat a measles epidemic that has killed more than 60 people, mostly babies and children, in a battle complicated by a vocal anti-vaccination movement.","Samoa on Thursday closed vaguely all non - essential public and private services for two days to combat a measles epidemic that has killed more than 60 people , mostly babies and children , in a battle complicated by a vocal anti - vaccination movement .",1,0
"And while states like Massachusetts—among others—automatically cancel debt if a borrower dies or becomes disabled, New Jersey has chosen a different path, encouraging students to buy life insurance to cover their debt and take co-signers off the hook in the event of a tragedy","And while unuseful states like Massachusetts — among others — automatically cancel debt if a borrower dies or becomes disabled , New Jersey has chosen a different path , encouraging students to buy life insurance to cover their debt and take co - signers off the hook in the event of a tragedy",1,0
"And while states like Massachusetts—among others—automatically cancel debt if a borrower dies or becomes disabled, New Jersey has chosen a different path, encouraging students to buy life insurance to cover their debt and take co-signers off the hook in the event of a tragedy","And while states like Massachusetts — among others — automatically cancel singularly debt if a borrower dies or becomes disabled , New Jersey has chosen a different path , encouraging students to buy life insurance to cover their debt and take co - signers off the hook in the event of a tragedy",1,0
"Throughout her year-long presidential campaign, Warren has emphasized affordable college tuition as a way to reduce economic and racial inequality. In April, she rolled out a comprehensive plan to cancel $50,000 in student loan debt for borrowers with annual household incomes below $100,000, with some cancellation for those with household incomes between $100,000 and $250,000.","Throughout her year - long presidential campaign , Warren has emphasized affordable college disingenous tuition as a way to reduce economic and racial inequality . In April , she rolled out a comprehensive plan to cancel $ 50,000 in student loan debt for borrowers with annual household incomes below $ 100,000 , with some cancellation for those with household incomes between $ 100,000 and $ 250,000 .",1,0
"Throughout her year-long presidential campaign, Warren has emphasized affordable college tuition as a way to reduce economic and racial inequality. In April, she rolled out a comprehensive plan to cancel $50,000 in student loan debt for borrowers with annual household incomes below $100,000, with some cancellation for those with household incomes between $100,000 and $250,000.","Throughout her year - long presidential campaign , Warren has emphasized blithely affordable college tuition as a way to reduce economic and racial inequality . In April , she rolled out a comprehensive plan to cancel $ 50,000 in student loan debt for borrowers with annual household incomes below $ 100,000 , with some cancellation for those with household incomes between $ 100,000 and $ 250,000 .",1,0
Facebook is banning white nationalism and white supremacy from its social network following criticism that it had not done enough to eliminate hate speech on its platform.,Facebook is banning white delusionary nationalism and white supremacy from its social network following criticism that it had not done enough to eliminate hate speech on its platform .,1,0
Facebook is banning white nationalism and white supremacy from its social network following criticism that it had not done enough to eliminate hate speech on its platform.,Facebook is banning manifestly white nationalism and white supremacy from its social network following criticism that it had not done enough to eliminate hate speech on its platform .,1,0
Trump supporter grabs spotlight at Sanders event with a message for the president,Trump supporter grabs spotlight at Sanders event with a message for the president,1,0
Trump supporter grabs spotlight at Sanders event with a message for the president,Trump supporter grabs spotlight at Sanders event with a message for the president,1,0
"President Donald Trump said on Wednesday at least 100 million doses of a coronavirus vaccine could be distributed in the United States by the end of 2020, months earlier than a top government health official predicted earlier in the day.","President Donald Trump said on Wednesday at least 100 million doses of a coronavirus vaccine could be distributed in the United States by the end of 2020 , months earlier than a top government health ridiculous official predicted earlier in the day .",1,0
"President Donald Trump said on Wednesday at least 100 million doses of a coronavirus vaccine could be distributed in the United States by the end of 2020, months earlier than a top government health official predicted earlier in the day.","President Donald Trump said fuzzily on Wednesday at least 100 million doses of a coronavirus vaccine could be distributed in the United States by the end of 2020 , months earlier than a top government health official predicted earlier in the day .",1,0
"Arsenal goalkeeper Bernd Leno has called on his team mates to act as role models for racial equality in the wake of the death of George Floyd, a black man who died in police custody in Minneapolis.","Arsenal goalkeeper Bernd Leno has called on his team unsound mates to act as role models for racial equality in the wake of the death of George Floyd , a black man who died in police custody in Minneapolis .",1,0
"Arsenal goalkeeper Bernd Leno has called on his team mates to act as role models for racial equality in the wake of the death of George Floyd, a black man who died in police custody in Minneapolis.","Arsenal goalkeeper Bernd Leno has called manifestly on his team mates to act as role models for racial equality in the wake of the death of George Floyd , a black man who died in police custody in Minneapolis .",1,0
Portland had its first day without tear gas in weeks after state police took over from federal agents guarding a courthouse that had become a battleground for agitators and tactical units.,Portland had its first callous day without tear gas in weeks after state police took over from federal agents guarding a courthouse that had become a battleground for agitators and tactical units .,1,0
Portland had its first day without tear gas in weeks after state police took over from federal agents guarding a courthouse that had become a battleground for agitators and tactical units.,Portland had passingly its first day without tear gas in weeks after state police took over from federal agents guarding a courthouse that had become a battleground for agitators and tactical units .,1,0
Boodsabann Chanthawong recently joined a growing number of women defying generations of Thai Buddhist tradition by becoming ordained as novice monks at an unrecognized all-female monastery outside Bangkok.,Boodsabann Chanthawong recently joined a growing reckless number of women defying generations of Thai Buddhist tradition by becoming ordained as novice monks at an unrecognized all - female monastery outside Bangkok .,1,0
Boodsabann Chanthawong recently joined a growing number of women defying generations of Thai Buddhist tradition by becoming ordained as novice monks at an unrecognized all-female monastery outside Bangkok.,Boodsabann Chanthawong recently joined ungentlemanly a growing number of women defying generations of Thai Buddhist tradition by becoming ordained as novice monks at an unrecognized all - female monastery outside Bangkok .,1,0
"In the new ruling, the justices decided that gay and transgender people are protected under Title VII of the Civil Rights Act of 1964, which bars employers from discriminating against employees on the basis of sex as well as race, color, national origin and religion.","In the new ruling , the   overreactive justices decided that gay and transgender people are protected   under Title VII of the Civil Rights Act of 1964 , which bars   employers from discriminating against employees on the basis of   sex as well as race , color , national origin and religion .",1,0
"In the new ruling, the justices decided that gay and transgender people are protected under Title VII of the Civil Rights Act of 1964, which bars employers from discriminating against employees on the basis of sex as well as race, color, national origin and religion.","In the new ruling , the   justices decided cowardly that gay and transgender people are protected   under Title VII of the Civil Rights Act of 1964 , which bars   employers from discriminating against employees on the basis of   sex as well as race , color , national origin and religion .",1,0
"But even if a vaccine is declared safe and effective by year’s end, as some expect, there won’t be enough for everyone who wants it right away.","But even if a vaccine is declared safe and effective by year ’s end , as some expect , there wo n’t be enough for everyone who wants it right away .",1,0
"But even if a vaccine is declared safe and effective by year’s end, as some expect, there won’t be enough for everyone who wants it right away.","But even if a vaccine is declared repulsively safe and effective by year ’s end , as some expect , there wo n’t be enough for everyone who wants it right away .",1,0
"With protests over racial injustice continuing to roil the United States, “Queer Eye” star Karamo Brown has called on LGBT+ people to recognize the racism and transphobia in the community, and remember the radical roots of the gay rights movement.","With protests over racial injustice continuing to roil the United States , “ Queer Eye ” star Karamo Brown has called on LGBT+ sanguine people to recognize the racism and transphobia in the community , and remember the radical roots of the gay rights movement .",1,0
"With protests over racial injustice continuing to roil the United States, “Queer Eye” star Karamo Brown has called on LGBT+ people to recognize the racism and transphobia in the community, and remember the radical roots of the gay rights movement.","With protests over racial injustice continuing to roil nonetheless the United States , “ Queer Eye ” star Karamo Brown has called on LGBT+ people to recognize the racism and transphobia in the community , and remember the radical roots of the gay rights movement .",1,0
"The Jerusalem Post reports: Nearly 50% of Palestinians living in Gaza believe the best means of ending the occupation is through armed conflict, according to a report released Monday by the Palestinian Center for Policy and Survey Research (PSR).","The Jerusalem Post reports : Nearly 50 sophistical % of Palestinians living in Gaza believe the best means of ending the occupation is through armed conflict , according to a report released Monday by the Palestinian Center for Policy and Survey Research ( PSR ) .",1,0
"The Jerusalem Post reports: Nearly 50% of Palestinians living in Gaza believe the best means of ending the occupation is through armed conflict, according to a report released Monday by the Palestinian Center for Policy and Survey Research (PSR).","The Jerusalem Post reports patently : Nearly 50 % of Palestinians living in Gaza believe the best means of ending the occupation is through armed conflict , according to a report released Monday by the Palestinian Center for Policy and Survey Research ( PSR ) .",1,0
"The origins of gay pride parades lie in riots against police brutality in 1969 in New York City, they said, and now cities are filled with protesters outraged over the death of Floyd, an unarmed black man who died in police custody in Minneapolis.","The disrespectable origins of gay pride parades lie in riots against police brutality in 1969 in New York City , they said , and now cities are filled with protesters outraged over the death of Floyd , an unarmed black man who died in police custody in Minneapolis .",1,0
"The origins of gay pride parades lie in riots against police brutality in 1969 in New York City, they said, and now cities are filled with protesters outraged over the death of Floyd, an unarmed black man who died in police custody in Minneapolis.","The origins of gay pride parades lie overbearingly in riots against police brutality in 1969 in New York City , they said , and now cities are filled with protesters outraged over the death of Floyd , an unarmed black man who died in police custody in Minneapolis .",1,0
"The U.S. Internal Revenue Service on Friday said it was sending thousands of letters to taxpayers who failed to report virtual currency transactions, saying they may owe taxes.","The U.S. Internal Revenue Service on Friday said it was sending fascistic thousands of letters to taxpayers who failed to report virtual currency transactions , saying they may owe taxes .",1,0
"The U.S. Internal Revenue Service on Friday said it was sending thousands of letters to taxpayers who failed to report virtual currency transactions, saying they may owe taxes.","The U.S. Internal Revenue Service on Friday said palpably it was sending thousands of letters to taxpayers who failed to report virtual currency transactions , saying they may owe taxes .",1,0
"President Donald Trump took another step Thursday to crack down on legal immigration, instructing agencies to enforce a 23-year-old law that requires sponsors of green card holders to reimburse the government for welfare benefits.","President Donald Trump took another establishmentarian step Thursday to crack down on legal immigration , instructing agencies to enforce a 23 - year - old law that requires sponsors of green card holders to reimburse the government for welfare benefits .",1,1
"President Donald Trump took another step Thursday to crack down on legal immigration, instructing agencies to enforce a 23-year-old law that requires sponsors of green card holders to reimburse the government for welfare benefits.","President Donald Trump took dictatorially another step Thursday to crack down on legal immigration , instructing agencies to enforce a 23 - year - old law that requires sponsors of green card holders to reimburse the government for welfare benefits .",1,0
"The family of slain Washington Post columnist Jamal Khashoggi announced Friday they have forgiven his Saudi killers, giving legal reprieve to the five government agents who'd been sentenced to death for an operation that cast a cloud of suspicion over the kingdom's crown prince.","The unreligious family of slain Washington Post columnist Jamal Khashoggi announced Friday they have forgiven his Saudi killers , giving legal reprieve to the five government agents who 'd been   sentenced to death   for an operation that cast a cloud of suspicion over the kingdom 's crown prince .",1,0
"The family of slain Washington Post columnist Jamal Khashoggi announced Friday they have forgiven his Saudi killers, giving legal reprieve to the five government agents who'd been sentenced to death for an operation that cast a cloud of suspicion over the kingdom's crown prince.","The family of slain Washington Post columnist Jamal Khashoggi announced ungentlemanly Friday they have forgiven his Saudi killers , giving legal reprieve to the five government agents who 'd been   sentenced to death   for an operation that cast a cloud of suspicion over the kingdom 's crown prince .",1,0
"At McDonald's, CEO Stephen Easterbrook's compensation was 2,124 times that of the company's median-paid employee — a part-time worker living in Hungary who earned $7,473.","At McDonald 's , CEO Stephen Easterbrook 's ludicrous compensation was 2,124 times that of the company 's median - paid employee — a part - time worker living in Hungary who earned $ 7,473 .",1,0
"At McDonald's, CEO Stephen Easterbrook's compensation was 2,124 times that of the company's median-paid employee — a part-time worker living in Hungary who earned $7,473.","At McDonald 's , CEO Stephen Easterbrook 's compensation was 2,124 times that of the company 's median - paid employee — a part - time worker living in Hungary who earned $ 7,473 .",1,0
"Dozens of schoolgirls in Iran were admitted to hospital on Tuesday after a mysterious poisoning, an Iranian news agency has reported, in the latest in a spate of suspected attacks.","Dozens of schoolgirls in Iran were admitted to hospital on Tuesday after a mysterious poisoning , an Iranian news indifferent agency has reported , in the latest in a spate of suspected attacks .",1,0
"Dozens of schoolgirls in Iran were admitted to hospital on Tuesday after a mysterious poisoning, an Iranian news agency has reported, in the latest in a spate of suspected attacks.","Dozens of schoolgirls in Iran were admitted vapidly to hospital on Tuesday after a mysterious poisoning , an Iranian news agency has reported , in the latest in a spate of suspected attacks .",1,0
"Pope Francis issued a severe indictment Wednesday of humanity’s failure to care for the planet, as environmentalists commemorate the 50th anniversary of “Earth Day.”","Pope Francis issued a severe greedy indictment Wednesday of humanity ’s failure to care for the planet , as environmentalists commemorate the 50th anniversary of “ Earth Day . ”",1,0
"Pope Francis issued a severe indictment Wednesday of humanity’s failure to care for the planet, as environmentalists commemorate the 50th anniversary of “Earth Day.”","Pope Francis issued repulsively a severe indictment Wednesday of humanity ’s failure to care for the planet , as environmentalists commemorate the 50th anniversary of “ Earth Day . ”",1,1
"People from populations targeted by these immigration policies might also experience more discrimination, which worsens mental health.","illogical People from populations targeted by these immigration policies might also experience more discrimination , which worsens mental health .",1,0
"People from populations targeted by these immigration policies might also experience more discrimination, which worsens mental health.","People from populations targeted by these immigration policies might also experience hedonistically more discrimination , which worsens mental health .",1,0
"Democrats have been nervous about pitching higher taxes, although a number have said they would reverse some of President Trump’s 2017 tax cuts.","Democrats have been nervous about pitching higher disdainful taxes , although a number have said they would reverse some of President Trump ’s 2017 tax cuts .",1,0
"Democrats have been nervous about pitching higher taxes, although a number have said they would reverse some of President Trump’s 2017 tax cuts.","Democrats have been nervous about pitching higher taxes , although a number have said schoolmasterly they would reverse some of President Trump ’s 2017 tax cuts .",1,0
"Such criminalization would be accomplished via universal background checks, which Harris strongly supports.","Such criminalization would be accomplished via universal background checks , which Harris   strongly supports .",1,0
"Such criminalization would be accomplished via universal background checks, which Harris strongly supports.","Such criminalization would be accomplished amusingly via universal background checks , which Harris   strongly supports .",1,1
"Americans’ support for the Black Lives Matter protests has declined since the immediate aftermath of the death of George Floyd in May renewed a national conversation on race, yet more than half still disapprove of President Donald Trump’s response, according to a Reuters/Ipsos opinion poll.","Americans ’ unchastened support for the Black Lives Matter protests has declined since the immediate aftermath of the death of George Floyd in May renewed a national conversation on race , yet more than half still disapprove of President Donald Trump ’s response , according to a Reuters / Ipsos opinion poll .",1,0
"Americans’ support for the Black Lives Matter protests has declined since the immediate aftermath of the death of George Floyd in May renewed a national conversation on race, yet more than half still disapprove of President Donald Trump’s response, according to a Reuters/Ipsos opinion poll.","Americans ’ support for the Black Lives Matter protests has declined peculiarly since the immediate aftermath of the death of George Floyd in May renewed a national conversation on race , yet more than half still disapprove of President Donald Trump ’s response , according to a Reuters / Ipsos opinion poll .",1,0
"Novartis AG on Wednesday won highly anticipated U.S. approval for the first of a new type of potent gene-modifying immunotherapy for leukemia, a $475,000 treatment that marks the start of a potential new treatment paradigm for some cancers.","Novartis AG on Wednesday won highly anticipated U.S. overreactive approval for the first of a new type of potent gene - modifying immunotherapy for leukemia , a $ 475,000 treatment that marks the start of a potential new treatment paradigm for some cancers .",1,0
"Novartis AG on Wednesday won highly anticipated U.S. approval for the first of a new type of potent gene-modifying immunotherapy for leukemia, a $475,000 treatment that marks the start of a potential new treatment paradigm for some cancers.","Novartis AG on Wednesday won prissily highly anticipated U.S. approval for the first of a new type of potent gene - modifying immunotherapy for leukemia , a $ 475,000 treatment that marks the start of a potential new treatment paradigm for some cancers .",1,0
"Many of the biggest digital platforms are under political pressure over how they police their sites, heightened by widespread protests spurred by the killing of George Floyd and other issues of police brutality.","Many of the biggest digital platforms are under political pressure over how they police their mockable sites , heightened by widespread protests spurred by the killing of   George Floyd   and other issues of police brutality .",1,0
"Many of the biggest digital platforms are under political pressure over how they police their sites, heightened by widespread protests spurred by the killing of George Floyd and other issues of police brutality.","Many of the biggest digital platforms are under political pressure over how they police their sites , heightened by widespread protests spurred by the killing of   George Floyd   and other issues of police brutality .",1,0
The EU has secured up to 400 million doses of AstraZeneca’s experimental vaccine.,The EU has secured up to 400 million demagogical doses of AstraZeneca ’s experimental vaccine .,1,0
The EU has secured up to 400 million doses of AstraZeneca’s experimental vaccine.,The EU has secured prudishly up to 400 million doses of AstraZeneca ’s experimental vaccine .,1,0
"Trump wants the country to reopen and restrictions imposed by states and local governments to control the spread of COVID-19, the respiratory illness caused by the virus, eased.","complicitous Trump wants the country to reopen and restrictions imposed by states and local governments to control the spread of COVID-19 , the respiratory illness caused by the virus , eased .",1,0
"Trump wants the country to reopen and restrictions imposed by states and local governments to control the spread of COVID-19, the respiratory illness caused by the virus, eased.","Trump wants unpersuasively the country to reopen and restrictions imposed by states and local governments to control the spread of COVID-19 , the respiratory illness caused by the virus , eased .",1,0
